,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,continent,lifeExp,pop,gdpPercap
2470,1997-04-30,Brazil,Mexico,4,0,Friendly,Miami,United States,True,1997,Americas,76.81,272911760,35767.43303
2471,1997-06-04,United States,Paraguay,0,0,Friendly,St. Louis,United States,False,1997,Americas,76.81,272911760,35767.43303
2472,1997-06-17,United States,Israel,2,1,Friendly,Jacksonville,United States,False,1997,Americas,76.81,272911760,35767.43303
2473,1997-08-07,United States,Ecuador,0,1,Friendly,Baltimore,United States,False,1997,Americas,76.81,272911760,35767.43303
2474,1997-09-06,El Salvador,Colombia,2,2,Friendly,East Rutherford,United States,True,1997,Americas,76.81,272911760,35767.43303
2475,1997-09-07,United States,Costa Rica,1,0,FIFA World Cup qualification,Portland,United States,False,1997,Americas,76.81,272911760,35767.43303
2476,1997-09-24,El Salvador,Guatemala,0,1,Friendly,Los Angeles,United States,True,1997,Americas,76.81,272911760,35767.43303
2477,1997-10-03,United States,Jamaica,1,1,FIFA World Cup qualification,Washington,United States,False,1997,Americas,76.81,272911760,35767.43303
2478,1997-11-16,United States,El Salvador,4,2,FIFA World Cup qualification,Foxborough,United States,False,1997,Americas,76.81,272911760,35767.43303
2479,1997-01-18,Australia,New Zealand,1,0,Friendly,Melbourne,Australia,False,1997,Oceania,78.83,18565243,26997.93657
2480,1997-01-18,South Korea,Norway,1,0,Friendly,Melbourne,Australia,True,1997,Oceania,78.83,18565243,26997.93657
2481,1997-01-22,Australia,South Korea,2,1,Friendly,Brisbane,Australia,False,1997,Oceania,78.83,18565243,26997.93657
2482,1997-01-22,New Zealand,Norway,0,3,Friendly,Brisbane,Australia,True,1997,Oceania,78.83,18565243,26997.93657
2483,1997-01-25,Australia,Norway,1,0,Friendly,Sydney,Australia,False,1997,Oceania,78.83,18565243,26997.93657
2484,1997-01-25,South Korea,New Zealand,3,1,Friendly,Sydney,Australia,True,1997,Oceania,78.83,18565243,26997.93657
2485,1997-06-11,Australia,Solomon Islands,13,0,FIFA World Cup qualification,Sydney,Australia,False,1997,Oceania,78.83,18565243,26997.93657
2486,1997-06-13,Australia,Tahiti,5,0,FIFA World Cup qualification,Sydney,Australia,False,1997,Oceania,78.83,18565243,26997.93657
2487,1997-06-15,Solomon Islands,Tahiti,4,1,FIFA World Cup qualification,Sydney,Australia,True,1997,Oceania,78.83,18565243,26997.93657
2488,1997-06-17,Australia,Solomon Islands,6,2,FIFA World Cup qualification,Sydney,Australia,False,1997,Oceania,78.83,18565243,26997.93657
2489,1997-06-19,Australia,Tahiti,2,0,FIFA World Cup qualification,Sydney,Australia,False,1997,Oceania,78.83,18565243,26997.93657
2490,1997-06-21,Tahiti,Solomon Islands,1,1,FIFA World Cup qualification,Sydney,Australia,True,1997,Oceania,78.83,18565243,26997.93657
2491,1997-07-06,Australia,New Zealand,2,0,FIFA World Cup qualification,Sydney,Australia,False,1997,Oceania,78.83,18565243,26997.93657
2492,1997-11-29,Australia,Iran,2,2,FIFA World Cup qualification,Melbourne,Australia,False,1997,Oceania,78.83,18565243,26997.93657
2493,1997-01-19,Benin,Togo,1,1,Friendly,Cotonou,Benin,False,1997,Africa,54.777,6066080,1232.975292
2494,1997-02-23,Benin,Algeria,1,1,African Cup of Nations qualification,Cotonou,Benin,False,1997,Africa,54.777,6066080,1232.975292
2495,1997-07-13,Benin,Ivory Coast,0,0,African Cup of Nations qualification,Cotonou,Benin,False,1997,Africa,54.777,6066080,1232.975292
2496,1997-01-19,Mozambique,Zimbabwe,1,2,Friendly,Maputo,Mozambique,False,1997,Africa,46.344,16603334,472.3460771
2497,1997-01-26,Mozambique,Mauritius,3,0,African Cup of Nations qualification,Maputo,Mozambique,False,1997,Africa,46.344,16603334,472.3460771
2498,1997-06-15,Mozambique,Tanzania,3,0,COSAFA Cup,Maputo,Mozambique,False,1997,Africa,46.344,16603334,472.3460771
2499,1997-06-22,Mozambique,Zambia,2,2,African Cup of Nations qualification,Maputo,Mozambique,False,1997,Africa,46.344,16603334,472.3460771
2500,1997-07-20,Mozambique,Namibia,1,1,COSAFA Cup,Maputo,Mozambique,False,1997,Africa,46.344,16603334,472.3460771
2501,1997-07-27,Mozambique,Malawi,2,1,African Cup of Nations qualification,Maputo,Mozambique,False,1997,Africa,46.344,16603334,472.3460771
2502,1997-12-21,Mozambique,Lesotho,1,1,Friendly,Maputo,Mozambique,False,1997,Africa,46.344,16603334,472.3460771
2503,1997-01-22,Israel,Greece,1,1,Friendly,Jerusalem,Israel,False,1997,Asia,78.269,5531387,20896.60924
2504,1997-02-26,Israel,Germany,0,1,Friendly,Ramat-Gan,Israel,False,1997,Asia,78.269,5531387,20896.60924
2505,1997-03-12,Israel,Sweden,0,1,Friendly,Ramat-Gan,Israel,False,1997,Asia,78.269,5531387,20896.60924
2506,1997-04-30,Israel,Cyprus,2,0,FIFA World Cup qualification,Ramat-Gan,Israel,False,1997,Asia,78.269,5531387,20896.60924
2507,1997-01-22,Italy,Northern Ireland,2,0,Friendly,Palermo,Italy,False,1997,Europe,78.82,57479469,24675.02446
2508,1997-03-29,Italy,Moldova,3,0,FIFA World Cup qualification,Trieste,Italy,False,1997,Europe,78.82,57479469,24675.02446
2509,1997-04-30,Italy,Poland,3,0,FIFA World Cup qualification,Naples,Italy,False,1997,Europe,78.82,57479469,24675.02446
2510,1997-10-11,Italy,England,0,0,FIFA World Cup qualification,Rome,Italy,False,1997,Europe,78.82,57479469,24675.02446
2511,1997-11-15,Italy,Russia,1,0,FIFA World Cup qualification,Naples,Italy,False,1997,Europe,78.82,57479469,24675.02446
2512,1997-01-22,Portugal,France,0,2,Friendly,Braga,Portugal,False,1997,Europe,75.97,10156415,17641.03156
2513,1997-06-07,Portugal,Albania,2,0,FIFA World Cup qualification,Porto,Portugal,False,1997,Europe,75.97,10156415,17641.03156
2514,1997-08-20,Portugal,Armenia,3,1,FIFA World Cup qualification,Setúbal,Portugal,False,1997,Europe,75.97,10156415,17641.03156
2515,1997-10-11,Portugal,Northern Ireland,1,0,FIFA World Cup qualification,Lisbon,Portugal,False,1997,Europe,75.97,10156415,17641.03156
2516,1997-01-25,Malawi,Zambia,0,2,African Cup of Nations qualification,Blantyre,Malawi,False,1997,Africa,47.495,10419991,692.2758103
2517,1997-04-12,Malawi,Mozambique,2,2,COSAFA Cup,Lilongwe,Malawi,False,1997,Africa,47.495,10419991,692.2758103
2518,1997-07-06,Malawi,Botswana,0,0,Friendly,Lilongwe,Malawi,False,1997,Africa,47.495,10419991,692.2758103
2519,1997-08-09,Malawi,Tanzania,2,2,COSAFA Cup,Lilongwe,Malawi,False,1997,Africa,47.495,10419991,692.2758103
2520,1997-01-26,Guinea,Tunisia,1,0,African Cup of Nations qualification,Conakry,Guinea,False,1997,Africa,51.455,8048834,869.4497668
2521,1997-06-08,Guinea,Burkina Faso,3,1,FIFA World Cup qualification,Conakry,Guinea,False,1997,Africa,51.455,8048834,869.4497668
2522,1997-08-16,Guinea,Nigeria,1,0,FIFA World Cup qualification,Conakry,Guinea,False,1997,Africa,51.455,8048834,869.4497668
2523,1997-01-26,Mali,Algeria,1,0,African Cup of Nations qualification,Bamako,Mali,False,1997,Africa,49.903,9384984,790.2579846
2524,1997-02-23,Mali,Ivory Coast,1,2,African Cup of Nations qualification,Bamako,Mali,False,1997,Africa,49.903,9384984,790.2579846
2525,1997-06-22,Mali,Benin,3,1,African Cup of Nations qualification,Bamako,Mali,False,1997,Africa,49.903,9384984,790.2579846
2526,1997-11-13,Mali,Mauritania,3,1,Friendly,Bamako,Mali,False,1997,Africa,49.903,9384984,790.2579846
2527,1997-01-26,Tanzania,DR Congo,1,2,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,1997,Africa,48.466,30686889,789.1862231
2528,1997-02-23,Tanzania,Liberia,1,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,1997,Africa,48.466,30686889,789.1862231
2529,1997-03-29,Tanzania,Burkina Faso,3,2,Friendly,Arusha,Tanzania,False,1997,Africa,48.466,30686889,789.1862231
2530,1997-05-31,Tanzania,Namibia,0,0,COSAFA Cup,Mwanza,Tanzania,False,1997,Africa,48.466,30686889,789.1862231
2531,1997-06-22,Tanzania,Togo,1,0,African Cup of Nations qualification,Arusha,Tanzania,False,1997,Africa,48.466,30686889,789.1862231
2532,1997-07-05,Tanzania,Zambia,2,2,COSAFA Cup,Arusha,Tanzania,False,1997,Africa,48.466,30686889,789.1862231
2533,1997-09-27,Tanzania,Zambia,0,0,Friendly,Dar es Salaam,Tanzania,False,1997,Africa,48.466,30686889,789.1862231
2534,1997-09-28,Algeria,Kenya,0,1,Friendly,Dar es Salaam,Tanzania,True,1997,Africa,48.466,30686889,789.1862231
2535,1997-09-30,Algeria,Zambia,0,1,Friendly,Dar es Salaam,Tanzania,True,1997,Africa,48.466,30686889,789.1862231
2536,1997-10-01,Tanzania,Kenya,0,1,Friendly,Dar es Salaam,Tanzania,False,1997,Africa,48.466,30686889,789.1862231
2537,1997-10-03,Kenya,Zambia,0,0,Friendly,Dar es Salaam,Tanzania,True,1997,Africa,48.466,30686889,789.1862231
2538,1997-10-04,Tanzania,Algeria,0,1,Friendly,Dar es Salaam,Tanzania,False,1997,Africa,48.466,30686889,789.1862231
2539,1997-02-05,Costa Rica,Slovakia,2,2,Friendly,Alajuela,Costa Rica,False,1997,Americas,77.26,3518107,6677.045314
2540,1997-02-19,Costa Rica,Venezuela,5,2,Friendly,Heredia,Costa Rica,False,1997,Americas,77.26,3518107,6677.045314
2541,1997-03-09,Costa Rica,Cameroon,5,0,Friendly,San José,Costa Rica,False,1997,Americas,77.26,3518107,6677.045314
2542,1997-03-16,Costa Rica,Mexico,0,0,FIFA World Cup qualification,San José,Costa Rica,False,1997,Americas,77.26,3518107,6677.045314
2543,1997-03-23,Costa Rica,United States,3,2,FIFA World Cup qualification,San José,Costa Rica,False,1997,Americas,77.26,3518107,6677.045314
2544,1997-05-11,Costa Rica,Jamaica,3,1,FIFA World Cup qualification,San José,Costa Rica,False,1997,Americas,77.26,3518107,6677.045314
2545,1997-08-10,Costa Rica,El Salvador,0,0,FIFA World Cup qualification,San José,Costa Rica,False,1997,Americas,77.26,3518107,6677.045314
2546,1997-11-16,Costa Rica,Canada,3,1,FIFA World Cup qualification,San José,Costa Rica,False,1997,Americas,77.26,3518107,6677.045314
2547,1997-02-05,Mexico,Ecuador,3,1,Friendly,Mexico City,Mexico,False,1997,Americas,73.67,95895146,9767.29753
2548,1997-03-02,Mexico,Canada,4,0,FIFA World Cup qualification,Mexico City,Mexico,False,1997,Americas,73.67,95895146,9767.29753
2549,1997-04-13,Mexico,Jamaica,6,0,FIFA World Cup qualification,Mexico City,Mexico,False,1997,Americas,73.67,95895146,9767.29753
2550,1997-10-05,Mexico,El Salvador,5,0,FIFA World Cup qualification,Mexico City,Mexico,False,1997,Americas,73.67,95895146,9767.29753
2551,1997-11-02,Mexico,United States,0,0,FIFA World Cup qualification,Mexico City,Mexico,False,1997,Americas,73.67,95895146,9767.29753
2552,1997-11-09,Mexico,Costa Rica,3,3,FIFA World Cup qualification,Mexico City,Mexico,False,1997,Americas,73.67,95895146,9767.29753
2553,1997-02-07,Jordan,Lebanon,0,0,Friendly,Amman,Jordan,False,1997,Asia,69.772,4526235,3645.379572
2554,1997-02-08,Colombia,Slovakia,1,0,Friendly,Pereira,Colombia,False,1997,Americas,70.313,37657830,6117.361746
2555,1997-02-12,Colombia,Argentina,0,1,FIFA World Cup qualification,Barranquilla,Colombia,False,1997,Americas,70.313,37657830,6117.361746
2556,1997-04-30,Colombia,Peru,0,1,FIFA World Cup qualification,Barranquilla,Colombia,False,1997,Americas,70.313,37657830,6117.361746
2557,1997-07-20,Colombia,Ecuador,1,0,FIFA World Cup qualification,Barranquilla,Colombia,False,1997,Americas,70.313,37657830,6117.361746
2558,1997-08-20,Colombia,Bolivia,3,0,FIFA World Cup qualification,Barranquilla,Colombia,False,1997,Americas,70.313,37657830,6117.361746
2559,1997-09-10,Colombia,Venezuela,1,0,FIFA World Cup qualification,Barranquilla,Colombia,False,1997,Americas,70.313,37657830,6117.361746
2560,1997-02-09,Thailand,Japan,1,1,King's Cup,Bangkok,Thailand,False,1997,Asia,67.521,60216677,5852.625497
2561,1997-02-11,Thailand,Sweden,0,0,King's Cup,Bangkok,Thailand,False,1997,Asia,67.521,60216677,5852.625497
2562,1997-02-13,Japan,Sweden,0,1,King's Cup,Bangkok,Thailand,True,1997,Asia,67.521,60216677,5852.625497
2563,1997-02-16,Thailand,Sweden,1,3,King's Cup,Bangkok,Thailand,False,1997,Asia,67.521,60216677,5852.625497
2564,1997-03-02,Thailand,South Korea,1,3,FIFA World Cup qualification,Bangkok,Thailand,False,1997,Asia,67.521,60216677,5852.625497
2565,1997-03-09,Thailand,Hong Kong,2,0,FIFA World Cup qualification,Bangkok,Thailand,False,1997,Asia,67.521,60216677,5852.625497
2566,1997-03-15,Thailand,Japan,3,1,Friendly,Bangkok,Thailand,False,1997,Asia,67.521,60216677,5852.625497
2567,1997-04-17,Thailand,Kuwait,3,1,Friendly,Bangkok,Thailand,False,1997,Asia,67.521,60216677,5852.625497
2568,1997-05-21,Thailand,Northern Ireland,0,0,Friendly,Bangkok,Thailand,False,1997,Asia,67.521,60216677,5852.625497
2569,1997-02-11,Ecuador,Uruguay,4,0,FIFA World Cup qualification,Quito,Ecuador,False,1997,Americas,72.312,11911819,7429.455877
2570,1997-06-08,Ecuador,Chile,1,1,FIFA World Cup qualification,Quito,Ecuador,False,1997,Americas,72.312,11911819,7429.455877
2571,1997-08-20,Ecuador,Paraguay,2,1,FIFA World Cup qualification,Quito,Ecuador,False,1997,Americas,72.312,11911819,7429.455877
2572,1997-10-12,Ecuador,Bolivia,1,0,FIFA World Cup qualification,Guayaquil,Ecuador,False,1997,Americas,72.312,11911819,7429.455877
2573,1997-02-12,Jamaica,Venezuela,0,0,Friendly,Kingston,Jamaica,False,1997,Americas,72.262,2531311,7121.924704
2574,1997-02-21,Jamaica,Bermuda,1,0,CFU Caribbean Cup qualification,Kingston,Jamaica,False,1997,Americas,72.262,2531311,7121.924704
2575,1997-02-23,Jamaica,Bermuda,3,2,CFU Caribbean Cup qualification,Kingston,Jamaica,False,1997,Americas,72.262,2531311,7121.924704
2576,1997-03-02,Jamaica,United States,0,0,FIFA World Cup qualification,Kingston,Jamaica,False,1997,Americas,72.262,2531311,7121.924704
2577,1997-05-18,Jamaica,El Salvador,1,0,FIFA World Cup qualification,Kingston,Jamaica,False,1997,Americas,72.262,2531311,7121.924704
2578,1997-06-29,Jamaica,Cuba,3,0,Friendly,Kingston,Jamaica,False,1997,Americas,72.262,2531311,7121.924704
2579,1997-08-06,Jamaica,Colombia,1,0,Friendly,Kingston,Jamaica,False,1997,Americas,72.262,2531311,7121.924704
2580,1997-08-31,Jamaica,Trinidad and Tobago,6,1,Friendly,Kingston,Jamaica,False,1997,Americas,72.262,2531311,7121.924704
2581,1997-09-07,Jamaica,Canada,1,0,FIFA World Cup qualification,Kingston,Jamaica,False,1997,Americas,72.262,2531311,7121.924704
2582,1997-09-14,Jamaica,Costa Rica,1,0,FIFA World Cup qualification,Kingston,Jamaica,False,1997,Americas,72.262,2531311,7121.924704
2583,1997-11-16,Jamaica,Mexico,0,0,FIFA World Cup qualification,Kingston,Jamaica,False,1997,Americas,72.262,2531311,7121.924704
2584,1997-02-12,Spain,Malta,4,0,FIFA World Cup qualification,Alicante,Spain,False,1997,Europe,78.77,39855442,20445.29896
2585,1997-03-29,Albania,Ukraine,0,1,FIFA World Cup qualification,Granada,Spain,True,1997,Europe,78.77,39855442,20445.29896
2586,1997-04-02,Albania,Germany,2,3,FIFA World Cup qualification,Granada,Spain,True,1997,Europe,78.77,39855442,20445.29896
2587,1997-06-08,Spain,Czech Republic,1,0,FIFA World Cup qualification,Valladolid,Spain,False,1997,Europe,78.77,39855442,20445.29896
2588,1997-10-11,Spain,Faroe Islands,3,1,FIFA World Cup qualification,Gijón,Spain,False,1997,Europe,78.77,39855442,20445.29896
2589,1997-11-19,Spain,Romania,1,1,Friendly,Palma de Mallorca,Spain,False,1997,Europe,78.77,39855442,20445.29896
2590,1997-12-23,Catalonia,Bulgaria,1,1,Friendly,Barcelona,Spain,False,1997,Europe,78.77,39855442,20445.29896
2591,1997-12-26,Basque Country,Yugoslavia,3,1,Friendly,Bilbao,Spain,False,1997,Europe,78.77,39855442,20445.29896
2592,1997-02-12,Turkey,Finland,1,1,Friendly,Denizli,Turkey,False,1997,Europe,68.835,63047647,6601.429915
2593,1997-04-02,Turkey,Netherlands,1,0,FIFA World Cup qualification,Bursa,Turkey,False,1997,Europe,68.835,63047647,6601.429915
2594,1997-04-30,Turkey,Belgium,1,3,FIFA World Cup qualification,Istanbul,Turkey,False,1997,Europe,68.835,63047647,6601.429915
2595,1997-08-20,Turkey,Wales,6,4,FIFA World Cup qualification,Istanbul,Turkey,False,1997,Europe,68.835,63047647,6601.429915
2596,1997-02-16,Iraq,Jordan,1,0,Friendly,Baghdad,Iraq,False,1997,Asia,58.811,20775703,3076.239795
2597,1997-06-06,Iraq,Kazakhstan,1,2,FIFA World Cup qualification,Baghdad,Iraq,False,1997,Asia,58.811,20775703,3076.239795
2598,1997-06-20,Iraq,Pakistan,6,1,FIFA World Cup qualification,Baghdad,Iraq,False,1997,Asia,58.811,20775703,3076.239795
2599,1997-02-16,Senegal,Mali,1,1,Friendly,Dakar,Senegal,False,1997,Africa,60.187,9535314,1392.368347
2600,1997-06-05,Senegal,Algeria,0,0,Friendly,Dakar,Senegal,False,1997,Africa,60.187,9535314,1392.368347
2601,1997-06-22,Senegal,Ethiopia,3,0,African Cup of Nations qualification,Dakar,Senegal,False,1997,Africa,60.187,9535314,1392.368347
2602,1997-11-19,Senegal,Mali,1,2,Friendly,Dakar,Senegal,False,1997,Africa,60.187,9535314,1392.368347
2603,1997-02-18,Kuwait,Egypt,2,0,Friendly,Kuwait City,Kuwait,False,1997,Asia,76.156,1765345,40300.61996
2604,1997-03-18,Kuwait,Bahrain,3,1,Friendly,Kuwait City,Kuwait,False,1997,Asia,76.156,1765345,40300.61996
2605,1997-04-11,Kuwait,Iran,0,2,Friendly,Kuwait City,Kuwait,False,1997,Asia,76.156,1765345,40300.61996
2606,1997-05-08,Kuwait,Lebanon,2,0,FIFA World Cup qualification,Kuwait City,Kuwait,False,1997,Asia,76.156,1765345,40300.61996
2607,1997-05-27,Kuwait,Zambia,2,1,Friendly,Kuwait City,Kuwait,False,1997,Asia,76.156,1765345,40300.61996
2608,1997-06-05,Kuwait,Singapore,4,0,FIFA World Cup qualification,Kuwait City,Kuwait,False,1997,Asia,76.156,1765345,40300.61996
2609,1997-09-26,Kuwait,Iran,1,1,FIFA World Cup qualification,Kuwait City,Kuwait,False,1997,Asia,76.156,1765345,40300.61996
2610,1997-10-10,Kuwait,China PR,1,2,FIFA World Cup qualification,Kuwait City,Kuwait,False,1997,Asia,76.156,1765345,40300.61996
2611,1997-10-17,Kuwait,Saudi Arabia,2,1,FIFA World Cup qualification,Kuwait City,Kuwait,False,1997,Asia,76.156,1765345,40300.61996
2612,1997-10-24,Kuwait,Qatar,0,1,FIFA World Cup qualification,Kuwait City,Kuwait,False,1997,Asia,76.156,1765345,40300.61996
2613,1997-02-19,Greece,Portugal,0,0,Friendly,Athens,Greece,False,1997,Europe,77.869,10502372,18747.69814
2614,1997-04-30,Greece,Croatia,0,1,FIFA World Cup qualification,Salonica,Greece,False,1997,Europe,77.869,10502372,18747.69814
2615,1997-08-19,Greece,Cyprus,2,1,Friendly,Heraklion,Greece,False,1997,Europe,77.869,10502372,18747.69814
2616,1997-10-11,Greece,Denmark,0,0,FIFA World Cup qualification,Athens,Greece,False,1997,Europe,77.869,10502372,18747.69814
2617,1997-02-21,Botswana,Eswatini,0,0,Friendly,Gaborone,Botswana,False,1997,Africa,52.556,1536536,8647.142313
2618,1997-02-23,Botswana,Lesotho,1,4,Friendly,Jwaneng,Botswana,False,1997,Africa,52.556,1536536,8647.142313
2619,1997-03-01,Botswana,Malawi,1,4,COSAFA Cup qualification,Gaborone,Botswana,False,1997,Africa,52.556,1536536,8647.142313
2620,1997-02-21,China PR,Singapore,3,1,Dunhill Cup,Kuala Lumpur,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2621,1997-02-21,Malaysia,Finland,2,1,Dunhill Cup,Kuala Lumpur,Malaysia,False,1997,Asia,71.938,20476091,10132.90964
2622,1997-02-22,Bosnia and Herzegovina,Vietnam,4,0,Dunhill Cup,Kuala Lumpur,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2623,1997-02-22,Indonesia,Zimbabwe,0,0,Dunhill Cup,Kuala Lumpur,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2624,1997-02-23,China PR,Finland,2,1,Dunhill Cup,Kuala Lumpur,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2625,1997-02-23,Malaysia,Singapore,0,0,Dunhill Cup,Kuala Lumpur,Malaysia,False,1997,Asia,71.938,20476091,10132.90964
2626,1997-02-24,Bosnia and Herzegovina,Zimbabwe,2,2,Dunhill Cup,Kuala Lumpur,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2627,1997-02-24,Indonesia,Vietnam,1,0,Dunhill Cup,Kuala Lumpur,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2628,1997-02-25,Malaysia,China PR,0,2,Dunhill Cup,Kuala Lumpur,Malaysia,False,1997,Asia,71.938,20476091,10132.90964
2629,1997-02-25,Singapore,Finland,0,1,Dunhill Cup,Kuala Lumpur,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2630,1997-02-26,Bosnia and Herzegovina,Indonesia,2,0,Dunhill Cup,Kuala Lumpur,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2631,1997-02-26,Vietnam,Zimbabwe,0,6,Dunhill Cup,Kuala Lumpur,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2632,1997-02-28,China PR,Zimbabwe,3,1,Dunhill Cup,Kuala Lumpur,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2633,1997-02-28,Malaysia,Bosnia and Herzegovina,0,1,Dunhill Cup,Kuala Lumpur,Malaysia,False,1997,Asia,71.938,20476091,10132.90964
2634,1997-03-02,Bosnia and Herzegovina,China PR,0,3,Dunhill Cup,Kuala Lumpur,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2635,1997-03-16,Taiwan,Saudi Arabia,0,2,FIFA World Cup qualification,Shah Alam,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2636,1997-03-16,Malaysia,Bangladesh,2,0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,1997,Asia,71.938,20476091,10132.90964
2637,1997-03-18,Bangladesh,Taiwan,1,3,FIFA World Cup qualification,Kuala Lumpur,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2638,1997-03-18,Malaysia,Saudi Arabia,0,0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,1997,Asia,71.938,20476091,10132.90964
2639,1997-03-20,Bangladesh,Saudi Arabia,1,4,FIFA World Cup qualification,Kuala Lumpur,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
2640,1997-03-20,Malaysia,Taiwan,2,0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,1997,Asia,71.938,20476091,10132.90964
2641,1997-11-16,Japan,Iran,3,2,FIFA World Cup qualification,Johor Bahru,Malaysia,True,1997,Asia,71.938,20476091,10132.90964
