,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,continent,lifeExp,pop,gdpPercap
1271,1977-07-20,Iceland,Sweden,0,1,Friendly,Reykjavík,Iceland,False,1977,Europe,76.11,221823,19654.96247
1272,1977-06-12,Ghana,Togo,2,0,Friendly,Accra,Ghana,False,1977,Africa,51.756,10538093,993.2239571
1273,1977-12-25,Ghana,Sierra Leone,4,0,Friendly,Accra,Ghana,False,1977,Africa,51.756,10538093,993.2239571
1274,1977-07-06,Malawi,Tanzania,0,0,Friendly,Zomba,Malawi,False,1977,Africa,43.767,5637246,663.2236766
1275,1977-07-08,Malawi,Tanzania,1,0,Friendly,Zomba,Malawi,False,1977,Africa,43.767,5637246,663.2236766
1276,1977-11-11,Malawi,Lesotho,3,0,Friendly,Zomba,Malawi,False,1977,Africa,43.767,5637246,663.2236766
1277,1977-11-13,Malawi,Lesotho,6,1,Friendly,Zomba,Malawi,False,1977,Africa,43.767,5637246,663.2236766
1278,1977-07-16,Malaysia,Myanmar,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,1977,Asia,65.256,12845381,3827.921571
1279,1977-07-17,South Korea,Libya,4,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1977,Asia,65.256,12845381,3827.921571
1280,1977-07-18,Malaysia,Thailand,3,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,1977,Asia,65.256,12845381,3827.921571
1281,1977-07-19,Iraq,Libya,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1977,Asia,65.256,12845381,3827.921571
1282,1977-07-20,South Korea,Thailand,4,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1977,Asia,65.256,12845381,3827.921571
1283,1977-07-21,Myanmar,Iraq,0,3,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1977,Asia,65.256,12845381,3827.921571
1284,1977-07-21,Malaysia,Libya,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,False,1977,Asia,65.256,12845381,3827.921571
1285,1977-07-23,Libya,Thailand,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1977,Asia,65.256,12845381,3827.921571
1286,1977-07-23,Malaysia,Iraq,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,1977,Asia,65.256,12845381,3827.921571
1287,1977-07-24,Myanmar,South Korea,0,4,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1977,Asia,65.256,12845381,3827.921571
1288,1977-07-25,Iraq,Thailand,5,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1977,Asia,65.256,12845381,3827.921571
1289,1977-07-26,Malaysia,South Korea,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,False,1977,Asia,65.256,12845381,3827.921571
1290,1977-07-27,Myanmar,Libya,3,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1977,Asia,65.256,12845381,3827.921571
1291,1977-07-28,Iraq,South Korea,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1977,Asia,65.256,12845381,3827.921571
1292,1977-07-29,Myanmar,Thailand,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1977,Asia,65.256,12845381,3827.921571
1293,1977-07-31,Iraq,South Korea,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1977,Asia,65.256,12845381,3827.921571
1294,1977-07-24,Afghanistan,India,0,3,Friendly,Kabul,Afghanistan,False,1977,Asia,38.438,14880372,786.11336
1295,1977-08-31,Netherlands,Iceland,4,1,FIFA World Cup qualification,Nijmegen,Netherlands,False,1977,Europe,75.24,13852989,21209.0592
1296,1977-10-05,Netherlands,Russia,0,0,Friendly,Rotterdam,Netherlands,False,1977,Europe,75.24,13852989,21209.0592
1297,1977-10-26,Netherlands,Belgium,1,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,1977,Europe,75.24,13852989,21209.0592
1298,1977-09-11,Trinidad and Tobago,Canada,1,1,Friendly,Pointe-à-Pierre,Trinidad and Tobago,False,1977,Americas,68.3,1039009,7899.554209
1299,1977-09-15,El Salvador,United States,1,2,Friendly,San Salvador,El Salvador,False,1977,Americas,56.696,4282586,5138.922374
1300,1977-09-18,Guatemala,United States,3,1,Friendly,Guatemala,Guatemala,False,1977,Americas,56.029,5703430,4879.992748
1301,1977-09-25,Guatemala,United States,2,0,Friendly,Guatemala,Guatemala,False,1977,Americas,56.029,5703430,4879.992748
1302,1977-09-20,Kuwait,Wales,0,0,Friendly,Kuwait City,Kuwait,False,1977,Asia,69.343,1140357,59265.47714
1303,1977-11-05,Kuwait,South Korea,2,2,FIFA World Cup qualification,Kuwait City,Kuwait,False,1977,Asia,69.343,1140357,59265.47714
1304,1977-11-12,Kuwait,Hong Kong,4,0,FIFA World Cup qualification,Kuwait City,Kuwait,False,1977,Asia,69.343,1140357,59265.47714
1305,1977-11-19,Kuwait,Australia,1,0,FIFA World Cup qualification,Kuwait City,Kuwait,False,1977,Asia,69.343,1140357,59265.47714
1306,1977-12-03,Kuwait,Iran,1,2,FIFA World Cup qualification,Kuwait City,Kuwait,False,1977,Asia,69.343,1140357,59265.47714
1307,1977-09-21,Poland,Denmark,4,1,FIFA World Cup qualification,Chorzów,Poland,False,1977,Europe,70.67,34621254,9508.141454
1308,1977-10-29,Poland,Portugal,1,1,FIFA World Cup qualification,Chorzów,Poland,False,1977,Europe,70.67,34621254,9508.141454
1309,1977-11-12,Poland,Sweden,2,1,Friendly,Wrocław,Poland,False,1977,Europe,70.67,34621254,9508.141454
1310,1977-09-30,United States,El Salvador,0,0,Friendly,Monterey Park,United States,False,1977,Americas,73.38,220239000,24072.63213
1311,1977-10-06,United States,China PR,1,1,Friendly,Washington,United States,False,1977,Americas,73.38,220239000,24072.63213
1312,1977-10-10,United States,China PR,1,0,Friendly,Atlanta,United States,False,1977,Americas,73.38,220239000,24072.63213
1313,1977-10-16,United States,China PR,2,1,Friendly,San Francisco,United States,False,1977,Americas,73.38,220239000,24072.63213
1314,1977-10-23,Jamaica,China PR,0,1,Friendly,Kingston,Jamaica,False,1977,Americas,70.11,2156814,6650.195573
1315,1977-10-31,Jamaica,China PR,0,3,Friendly,Kingston,Jamaica,False,1977,Americas,70.11,2156814,6650.195573
1316,1977-11-26,Uganda,Zanzibar,1,0,CECAFA Cup,Mogadishu,Somalia,True,1977,Africa,41.974,4353666,1450.992513
1317,1977-11-27,Tanzania,Zambia,2,4,CECAFA Cup,Mogadishu,Somalia,True,1977,Africa,41.974,4353666,1450.992513
1318,1977-11-28,Kenya,Uganda,1,3,CECAFA Cup,Mogadishu,Somalia,True,1977,Africa,41.974,4353666,1450.992513
1319,1977-11-29,Malawi,Zambia,1,0,CECAFA Cup,Mogadishu,Somalia,True,1977,Africa,41.974,4353666,1450.992513
1320,1977-11-30,Somalia,Zanzibar,1,0,CECAFA Cup,Mogadishu,Somalia,False,1977,Africa,41.974,4353666,1450.992513
1321,1977-12-01,Malawi,Tanzania,0,0,CECAFA Cup,Mogadishu,Somalia,True,1977,Africa,41.974,4353666,1450.992513
1322,1977-12-02,Kenya,Zanzibar,3,0,CECAFA Cup,Mogadishu,Somalia,True,1977,Africa,41.974,4353666,1450.992513
1323,1977-12-05,Kenya,Zambia,2,4,CECAFA Cup,Mogadishu,Somalia,True,1977,Africa,41.974,4353666,1450.992513
1324,1977-12-06,Malawi,Uganda,0,1,CECAFA Cup,Mogadishu,Somalia,True,1977,Africa,41.974,4353666,1450.992513
1325,1977-12-08,Kenya,Malawi,1,2,CECAFA Cup,Mogadishu,Somalia,True,1977,Africa,41.974,4353666,1450.992513
1326,1977-12-09,Uganda,Zambia,0,0,CECAFA Cup,Mogadishu,Somalia,True,1977,Africa,41.974,4353666,1450.992513
1327,1977-11-27,Iraq,Morocco,3,0,Friendly,Baghdad,Iraq,False,1977,Asia,60.413,11882916,14688.23507
1328,1977-12-17,Puerto Rico,Martinique,0,2,Friendly,San Juan,Puerto Rico,False,1977,Americas,73.44,3080828,9770.524921
1329,1982-01-10,China PR,New Zealand,1,2,FIFA World Cup qualification,Kallang,Singapore,True,1982,Asia,71.76,2651869,15169.16112
1330,1982-01-17,Singapore,Bahrain,2,0,Friendly,Kallang,Singapore,False,1982,Asia,71.76,2651869,15169.16112
1331,1982-10-05,Singapore,Malaysia,0,1,Merlion Cup,Kallang,Singapore,False,1982,Asia,71.76,2651869,15169.16112
1332,1982-10-07,Singapore,Brunei,7,0,Merlion Cup,Kallang,Singapore,False,1982,Asia,71.76,2651869,15169.16112
1333,1982-10-10,Brunei,Malaysia,0,4,Merlion Cup,Kallang,Singapore,True,1982,Asia,71.76,2651869,15169.16112
1334,1982-10-11,Australia,Indonesia,2,0,Merlion Cup,Kallang,Singapore,True,1982,Asia,71.76,2651869,15169.16112
1335,1982-10-14,Australia,Malaysia,5,0,Merlion Cup,Kallang,Singapore,True,1982,Asia,71.76,2651869,15169.16112
1336,1982-10-17,Indonesia,Malaysia,0,0,Merlion Cup,Kallang,Singapore,True,1982,Asia,71.76,2651869,15169.16112
1337,1982-11-10,Singapore,Malaysia,3,1,Friendly,Kallang,Singapore,False,1982,Asia,71.76,2651869,15169.16112
1338,1982-01-17,Cameroon,Congo,2,1,Friendly,Yaoundé,Cameroon,False,1982,Africa,52.961,9250831,2367.983282
1339,1982-05-01,Cameroon,Senegal,2,1,Friendly,Douala,Cameroon,False,1982,Africa,52.961,9250831,2367.983282
1340,1982-05-02,Cameroon,Guinea,1,1,Friendly,Yaoundé,Cameroon,False,1982,Africa,52.961,9250831,2367.983282
1341,1982-05-04,Ghana,Senegal,0,0,Friendly,Yaoundé,Cameroon,True,1982,Africa,52.961,9250831,2367.983282
1342,1982-05-05,Cameroon,Ghana,0,0,Friendly,Yaoundé,Cameroon,False,1982,Africa,52.961,9250831,2367.983282
1343,1982-05-05,Guinea,Senegal,1,1,Friendly,Yaoundé,Cameroon,True,1982,Africa,52.961,9250831,2367.983282
1344,1982-05-07,Ghana,Guinea,0,0,Friendly,Yaoundé,Cameroon,True,1982,Africa,52.961,9250831,2367.983282
1345,1982-01-17,Ethiopia,Tanzania,0,2,Friendly,Addis Ababa,Ethiopia,False,1982,Africa,44.916,38111756,577.8607471
1346,1982-01-19,Ethiopia,Tanzania,0,0,Friendly,Addis Ababa,Ethiopia,False,1982,Africa,44.916,38111756,577.8607471
1347,1982-02-14,Ethiopia,Uganda,1,2,Friendly,Addis Ababa,Ethiopia,False,1982,Africa,44.916,38111756,577.8607471
1348,1982-02-18,Ethiopia,Uganda,1,0,Friendly,Asmara,Ethiopia,False,1982,Africa,44.916,38111756,577.8607471
1349,1982-01-20,Greece,Portugal,1,2,Friendly,Athens,Greece,False,1982,Europe,75.24,9786480,15268.42089
1350,1982-02-10,Greece,German DR,0,1,Friendly,Athens,Greece,False,1982,Europe,75.24,9786480,15268.42089
1351,1982-03-10,Greece,Russia,0,2,Friendly,Athens,Greece,False,1982,Europe,75.24,9786480,15268.42089
1352,1982-11-17,Greece,England,0,3,UEFA Euro qualification,Salonica,Greece,False,1982,Europe,75.24,9786480,15268.42089
1353,1982-12-01,Greece,Switzerland,1,3,Friendly,Athens,Greece,False,1982,Europe,75.24,9786480,15268.42089
1354,1982-12-22,Greece,Cyprus,1,0,Friendly,Ioannina,Greece,False,1982,Europe,75.24,9786480,15268.42089
1355,1982-01-24,Benin,Mali,2,3,Friendly,Cotonou,Benin,False,1982,Africa,50.904,3641603,1277.897616
1356,1982-02-13,Benin,Ghana,0,4,West African Cup,Cotonou,Benin,False,1982,Africa,50.904,3641603,1277.897616
1357,1982-02-13,Liberia,Togo,0,1,West African Cup,Cotonou,Benin,True,1982,Africa,50.904,3641603,1277.897616
1358,1982-02-15,Benin,Niger,2,0,West African Cup,Cotonou,Benin,False,1982,Africa,50.904,3641603,1277.897616
1359,1982-02-15,Ghana,Ivory Coast,5,5,West African Cup,Cotonou,Benin,True,1982,Africa,50.904,3641603,1277.897616
1360,1982-02-15,Liberia,Burkina Faso,1,2,West African Cup,Cotonou,Benin,True,1982,Africa,50.904,3641603,1277.897616
1361,1982-02-17,Benin,Ivory Coast,3,3,West African Cup,Cotonou,Benin,False,1982,Africa,50.904,3641603,1277.897616
1362,1982-02-17,Ghana,Niger,2,2,West African Cup,Cotonou,Benin,True,1982,Africa,50.904,3641603,1277.897616
1363,1982-02-17,Togo,Burkina Faso,2,1,West African Cup,Cotonou,Benin,True,1982,Africa,50.904,3641603,1277.897616
1364,1982-02-19,Ghana,Burkina Faso,1,0,West African Cup,Cotonou,Benin,True,1982,Africa,50.904,3641603,1277.897616
1365,1982-02-19,Ivory Coast,Niger,1,1,West African Cup,Cotonou,Benin,True,1982,Africa,50.904,3641603,1277.897616
1366,1982-02-21,Ivory Coast,Togo,1,1,West African Cup,Cotonou,Benin,True,1982,Africa,50.904,3641603,1277.897616
1367,1982-02-22,Ivory Coast,Burkina Faso,1,1,West African Cup,Cotonou,Benin,True,1982,Africa,50.904,3641603,1277.897616
1368,1982-02-23,Ghana,Togo,2,1,West African Cup,Cotonou,Benin,True,1982,Africa,50.904,3641603,1277.897616
1369,1982-01-26,Brazil,German DR,3,1,Friendly,Natal,Brazil,False,1982,Americas,63.336,128962939,7030.835878
1370,1982-03-03,Brazil,Czechoslovakia,1,1,Friendly,São Paulo,Brazil,False,1982,Americas,63.336,128962939,7030.835878
1371,1982-03-21,Brazil,Germany,1,0,Friendly,Rio de Janeiro,Brazil,False,1982,Americas,63.336,128962939,7030.835878
1372,1982-05-05,Brazil,Portugal,3,1,Friendly,São Luís,Brazil,False,1982,Americas,63.336,128962939,7030.835878
1373,1982-05-19,Brazil,Switzerland,1,1,Friendly,Recife,Brazil,False,1982,Americas,63.336,128962939,7030.835878
1374,1982-05-27,Brazil,Republic of Ireland,7,0,Friendly,Uberlândia,Brazil,False,1982,Americas,63.336,128962939,7030.835878
1375,1982-01-31,Senegal,Benin,1,0,Friendly,Dakar,Senegal,False,1982,Africa,52.379,6147783,1518.479984
1376,1982-10-27,Senegal,Togo,1,2,Friendly,Dakar,Senegal,False,1982,Africa,52.379,6147783,1518.479984
1377,1982-11-28,Senegal,Niger,1,0,African Cup of Nations qualification,Dakar,Senegal,False,1982,Africa,52.379,6147783,1518.479984
1378,1982-02-05,Libya,Guinea,3,0,Friendly,Tripoli,Libya,False,1982,Africa,62.155,3344074,17364.27538
1379,1982-02-19,Libya,Qatar,2,1,Friendly,Tripoli,Libya,False,1982,Africa,62.155,3344074,17364.27538
1380,1982-03-05,Cameroon,Tunisia,1,1,African Cup of Nations,Tripoli,Libya,True,1982,Africa,62.155,3344074,17364.27538
1381,1982-03-05,Libya,Ghana,2,2,African Cup of Nations,Tripoli,Libya,False,1982,Africa,62.155,3344074,17364.27538
1382,1982-03-07,Algeria,Zambia,1,0,African Cup of Nations,Benghazi,Libya,True,1982,Africa,62.155,3344074,17364.27538
1383,1982-03-07,Ethiopia,Nigeria,0,3,African Cup of Nations,Benghazi,Libya,True,1982,Africa,62.155,3344074,17364.27538
1384,1982-03-09,Cameroon,Ghana,0,0,African Cup of Nations,Tripoli,Libya,True,1982,Africa,62.155,3344074,17364.27538
1385,1982-03-09,Libya,Tunisia,2,0,African Cup of Nations,Tripoli,Libya,False,1982,Africa,62.155,3344074,17364.27538
1386,1982-03-10,Algeria,Nigeria,2,1,African Cup of Nations,Benghazi,Libya,True,1982,Africa,62.155,3344074,17364.27538
1387,1982-03-10,Ethiopia,Zambia,0,1,African Cup of Nations,Benghazi,Libya,True,1982,Africa,62.155,3344074,17364.27538
1388,1982-03-12,Ghana,Tunisia,1,0,African Cup of Nations,Tripoli,Libya,True,1982,Africa,62.155,3344074,17364.27538
1389,1982-03-12,Libya,Cameroon,0,0,African Cup of Nations,Tripoli,Libya,False,1982,Africa,62.155,3344074,17364.27538
1390,1982-03-13,Algeria,Ethiopia,0,0,African Cup of Nations,Benghazi,Libya,True,1982,Africa,62.155,3344074,17364.27538
1391,1982-03-13,Nigeria,Zambia,0,3,African Cup of Nations,Benghazi,Libya,True,1982,Africa,62.155,3344074,17364.27538
1392,1982-03-16,Algeria,Ghana,2,3,African Cup of Nations,Benghazi,Libya,True,1982,Africa,62.155,3344074,17364.27538
1393,1982-03-16,Libya,Zambia,2,1,African Cup of Nations,Tripoli,Libya,False,1982,Africa,62.155,3344074,17364.27538
1394,1982-03-18,Algeria,Zambia,0,2,African Cup of Nations,Tripoli,Libya,True,1982,Africa,62.155,3344074,17364.27538
1395,1982-03-19,Libya,Ghana,1,1,African Cup of Nations,Tripoli,Libya,False,1982,Africa,62.155,3344074,17364.27538
1396,1982-02-06,Mali,Niger,2,2,Friendly,Bamako,Mali,False,1982,Africa,43.916,6998256,618.0140641
1397,1982-11-14,Mali,Gambia,3,1,African Cup of Nations qualification,Bamako,Mali,False,1982,Africa,43.916,6998256,618.0140641
1398,1982-02-07,Tunisia,Algeria,0,1,Friendly,Tunis,Tunisia,False,1982,Africa,64.048,6734098,3560.233174
1399,1982-06-22,Tunisia,China PR,1,0,Friendly,Hammam Lif,Tunisia,False,1982,Africa,64.048,6734098,3560.233174
1400,1982-06-26,Tunisia,China PR,1,2,Friendly,Tunis,Tunisia,False,1982,Africa,64.048,6734098,3560.233174
1401,1982-12-08,Tunisia,Angola,3,1,Friendly,Tunis,Tunisia,False,1982,Africa,64.048,6734098,3560.233174
1402,1982-12-19,Tunisia,Algeria,0,1,Friendly,Tunis,Tunisia,False,1982,Africa,64.048,6734098,3560.233174
1403,1982-02-11,New Zealand,Hungary,1,2,Friendly,Auckland,New Zealand,False,1982,Oceania,73.84,3210650,17632.4104
1404,1982-02-14,New Zealand,Hungary,1,2,Friendly,Christchurch,New Zealand,False,1982,Oceania,73.84,3210650,17632.4104
1405,1982-02-16,Bangladesh,Nepal,1,1,Friendly,Karachi,Pakistan,True,1982,Asia,56.158,91462088,1443.429832
1406,1982-02-17,Nepal,Oman,0,1,Friendly,Karachi,Pakistan,True,1982,Asia,56.158,91462088,1443.429832
1407,1982-02-19,Bangladesh,Oman,1,3,Friendly,Karachi,Pakistan,True,1982,Asia,56.158,91462088,1443.429832
1408,1982-02-16,India,China PR,1,1,Nehru Cup,Calcutta,India,False,1982,Asia,56.596,708000000,855.7235377
1409,1982-02-18,India,South Korea,2,2,Nehru Cup,Calcutta,India,False,1982,Asia,56.596,708000000,855.7235377
1410,1982-02-20,South Korea,Uruguay,2,2,Nehru Cup,Calcutta,India,True,1982,Asia,56.596,708000000,855.7235377
1411,1982-02-22,China PR,Uruguay,0,0,Nehru Cup,Calcutta,India,True,1982,Asia,56.596,708000000,855.7235377
1412,1982-02-25,India,Uruguay,1,3,Nehru Cup,Calcutta,India,False,1982,Asia,56.596,708000000,855.7235377
1413,1982-03-01,China PR,South Korea,1,1,Nehru Cup,Calcutta,India,True,1982,Asia,56.596,708000000,855.7235377
1414,1982-03-04,China PR,Uruguay,0,2,Nehru Cup,Calcutta,India,True,1982,Asia,56.596,708000000,855.7235377
1415,1982-02-17,Germany,Portugal,3,1,Friendly,Hanover,Germany,False,1982,Europe,73.8,78335266,22031.53274
1416,1982-04-14,Germany,Czechoslovakia,2,1,Friendly,Cologne,Germany,False,1982,Europe,73.8,78335266,22031.53274
1417,1982-09-22,Germany,Belgium,0,0,Friendly,Munich,Germany,False,1982,Europe,73.8,78335266,22031.53274
1418,1982-12-19,Malta,Netherlands,0,6,UEFA Euro qualification,Aachen,Germany,True,1982,Europe,73.8,78335266,22031.53274
1419,1982-02-18,Zambia,Botswana,2,0,Friendly,Lusaka,Zambia,False,1982,Africa,51.821,6100407,1408.678565
1420,1982-02-20,Finland,Sweden,2,2,Friendly,Lahti,Finland,False,1982,Europe,74.55,4826933,18533.15761
1421,1982-02-21,Finland,Sweden,2,1,Friendly,Lahti,Finland,False,1982,Europe,74.55,4826933,18533.15761
1422,1982-06-03,Finland,England,1,4,Friendly,Helsinki,Finland,False,1982,Europe,74.55,4826933,18533.15761
1423,1982-07-11,Finland,Iceland,3,2,Friendly,Helsinki,Finland,False,1982,Europe,74.55,4826933,18533.15761
1424,1982-09-08,Finland,Poland,2,3,UEFA Euro qualification,Kuopio,Finland,False,1982,Europe,74.55,4826933,18533.15761
1425,1982-09-22,Finland,Portugal,0,2,UEFA Euro qualification,Helsinki,Finland,False,1982,Europe,74.55,4826933,18533.15761
1426,1982-02-23,France,Italy,2,0,Friendly,Paris,France,False,1982,Europe,74.89,54433565,20293.89746
1427,1982-03-24,France,Northern Ireland,4,0,Friendly,Paris,France,False,1982,Europe,74.89,54433565,20293.89746
1428,1982-04-28,France,Peru,0,1,Friendly,Paris,France,False,1982,Europe,74.89,54433565,20293.89746
1429,1982-06-02,France,Wales,0,1,Friendly,Toulouse,France,False,1982,Europe,74.89,54433565,20293.89746
1430,1982-08-31,France,Poland,0,4,Friendly,Paris,France,False,1982,Europe,74.89,54433565,20293.89746
1431,1982-10-06,France,Hungary,1,0,Friendly,Paris,France,False,1982,Europe,74.89,54433565,20293.89746
1432,1982-02-24,Spain,Scotland,3,0,Friendly,Valencia,Spain,False,1982,Europe,76.3,37983310,13926.16997
1433,1982-03-24,Spain,Wales,1,1,Friendly,Valencia,Spain,False,1982,Europe,76.3,37983310,13926.16997
1434,1982-04-28,Spain,Switzerland,2,0,Friendly,Valencia,Spain,False,1982,Europe,76.3,37983310,13926.16997
1435,1982-06-13,Argentina,Belgium,0,1,FIFA World Cup,Barcelona,Spain,True,1982,Europe,76.3,37983310,13926.16997
1436,1982-06-14,Brazil,Russia,2,1,FIFA World Cup,Seville,Spain,True,1982,Europe,76.3,37983310,13926.16997
1437,1982-06-14,Italy,Poland,0,0,FIFA World Cup,Vigo,Spain,True,1982,Europe,76.3,37983310,13926.16997
1438,1982-06-15,Hungary,El Salvador,10,1,FIFA World Cup,Elche,Spain,True,1982,Europe,76.3,37983310,13926.16997
1439,1982-06-15,Peru,Cameroon,0,0,FIFA World Cup,La Coruña,Spain,True,1982,Europe,76.3,37983310,13926.16997
1440,1982-06-15,Scotland,New Zealand,5,2,FIFA World Cup,Málaga,Spain,True,1982,Europe,76.3,37983310,13926.16997
1441,1982-06-16,England,France,3,1,FIFA World Cup,Bilbao,Spain,True,1982,Europe,76.3,37983310,13926.16997
1442,1982-06-16,Germany,Algeria,1,2,FIFA World Cup,Gijón,Spain,True,1982,Europe,76.3,37983310,13926.16997
1443,1982-06-16,Spain,Honduras,1,1,FIFA World Cup,Valencia,Spain,False,1982,Europe,76.3,37983310,13926.16997
1444,1982-06-17,Chile,Austria,0,1,FIFA World Cup,Oviedo,Spain,True,1982,Europe,76.3,37983310,13926.16997
1445,1982-06-17,Czechoslovakia,Kuwait,1,1,FIFA World Cup,Valladolid,Spain,True,1982,Europe,76.3,37983310,13926.16997
1446,1982-06-17,Yugoslavia,Northern Ireland,0,0,FIFA World Cup,Zaragoza,Spain,True,1982,Europe,76.3,37983310,13926.16997
1447,1982-06-18,Argentina,Hungary,4,1,FIFA World Cup,Alicante,Spain,True,1982,Europe,76.3,37983310,13926.16997
1448,1982-06-18,Brazil,Scotland,4,1,FIFA World Cup,Seville,Spain,True,1982,Europe,76.3,37983310,13926.16997
1449,1982-06-18,Italy,Peru,1,1,FIFA World Cup,Vigo,Spain,True,1982,Europe,76.3,37983310,13926.16997
1450,1982-06-19,Belgium,El Salvador,1,0,FIFA World Cup,Elche,Spain,True,1982,Europe,76.3,37983310,13926.16997
1451,1982-06-19,Poland,Cameroon,0,0,FIFA World Cup,La Coruña,Spain,True,1982,Europe,76.3,37983310,13926.16997
1452,1982-06-19,Russia,New Zealand,3,0,FIFA World Cup,Málaga,Spain,True,1982,Europe,76.3,37983310,13926.16997
1453,1982-06-20,England,Czechoslovakia,2,0,FIFA World Cup,Bilbao,Spain,True,1982,Europe,76.3,37983310,13926.16997
1454,1982-06-20,Germany,Chile,4,1,FIFA World Cup,Gijón,Spain,True,1982,Europe,76.3,37983310,13926.16997
1455,1982-06-20,Spain,Yugoslavia,2,1,FIFA World Cup,Valencia,Spain,False,1982,Europe,76.3,37983310,13926.16997
1456,1982-06-21,Algeria,Austria,0,2,FIFA World Cup,Oviedo,Spain,True,1982,Europe,76.3,37983310,13926.16997
1457,1982-06-21,France,Kuwait,4,1,FIFA World Cup,Valladolid,Spain,True,1982,Europe,76.3,37983310,13926.16997
1458,1982-06-21,Honduras,Northern Ireland,1,1,FIFA World Cup,Zaragoza,Spain,True,1982,Europe,76.3,37983310,13926.16997
1459,1982-06-22,Belgium,Hungary,1,1,FIFA World Cup,Elche,Spain,True,1982,Europe,76.3,37983310,13926.16997
1460,1982-06-22,Poland,Peru,5,1,FIFA World Cup,La Coruña,Spain,True,1982,Europe,76.3,37983310,13926.16997
1461,1982-06-22,Russia,Scotland,2,2,FIFA World Cup,Málaga,Spain,True,1982,Europe,76.3,37983310,13926.16997
1462,1982-06-23,Argentina,El Salvador,2,0,FIFA World Cup,Alicante,Spain,True,1982,Europe,76.3,37983310,13926.16997
1463,1982-06-23,Brazil,New Zealand,4,0,FIFA World Cup,Seville,Spain,True,1982,Europe,76.3,37983310,13926.16997
1464,1982-06-23,Italy,Cameroon,1,1,FIFA World Cup,Vigo,Spain,True,1982,Europe,76.3,37983310,13926.16997
1465,1982-06-24,Algeria,Chile,3,2,FIFA World Cup,Oviedo,Spain,True,1982,Europe,76.3,37983310,13926.16997
1466,1982-06-24,France,Czechoslovakia,1,1,FIFA World Cup,Valladolid,Spain,True,1982,Europe,76.3,37983310,13926.16997
1467,1982-06-24,Honduras,Yugoslavia,0,1,FIFA World Cup,Zaragoza,Spain,True,1982,Europe,76.3,37983310,13926.16997
1468,1982-06-25,England,Kuwait,1,0,FIFA World Cup,Bilbao,Spain,True,1982,Europe,76.3,37983310,13926.16997
1469,1982-06-25,Germany,Austria,1,0,FIFA World Cup,Gijón,Spain,True,1982,Europe,76.3,37983310,13926.16997
1470,1982-06-25,Spain,Northern Ireland,0,1,FIFA World Cup,Valencia,Spain,False,1982,Europe,76.3,37983310,13926.16997
1471,1982-06-28,Austria,France,0,1,FIFA World Cup,Madrid,Spain,True,1982,Europe,76.3,37983310,13926.16997
1472,1982-06-28,Poland,Belgium,3,0,FIFA World Cup,Barcelona,Spain,True,1982,Europe,76.3,37983310,13926.16997
1473,1982-06-29,Germany,England,0,0,FIFA World Cup,Madrid,Spain,True,1982,Europe,76.3,37983310,13926.16997
1474,1982-06-29,Italy,Argentina,2,1,FIFA World Cup,Barcelona,Spain,True,1982,Europe,76.3,37983310,13926.16997
1475,1982-07-01,Austria,Northern Ireland,2,2,FIFA World Cup,Madrid,Spain,True,1982,Europe,76.3,37983310,13926.16997
1476,1982-07-01,Belgium,Russia,0,1,FIFA World Cup,Barcelona,Spain,True,1982,Europe,76.3,37983310,13926.16997
1477,1982-07-02,Argentina,Brazil,1,3,FIFA World Cup,Barcelona,Spain,True,1982,Europe,76.3,37983310,13926.16997
1478,1982-07-02,Spain,Germany,1,2,FIFA World Cup,Madrid,Spain,False,1982,Europe,76.3,37983310,13926.16997
1479,1982-07-04,France,Northern Ireland,4,1,FIFA World Cup,Madrid,Spain,True,1982,Europe,76.3,37983310,13926.16997
1480,1982-07-04,Poland,Russia,0,0,FIFA World Cup,Barcelona,Spain,True,1982,Europe,76.3,37983310,13926.16997
1481,1982-07-05,Italy,Brazil,3,2,FIFA World Cup,Barcelona,Spain,True,1982,Europe,76.3,37983310,13926.16997
1482,1982-07-05,Spain,England,0,0,FIFA World Cup,Madrid,Spain,False,1982,Europe,76.3,37983310,13926.16997
1483,1982-07-08,Germany,France,3,3,FIFA World Cup,Seville,Spain,True,1982,Europe,76.3,37983310,13926.16997
1484,1982-07-08,Poland,Italy,0,2,FIFA World Cup,Barcelona,Spain,True,1982,Europe,76.3,37983310,13926.16997
